day,month,year,hour,ct,wd,ws,hc,ccp,cco,p,temp,dpTemp,vis,pw,relh
1,1,2023,0,,360,5.14444,2133.6,3,3,1009.658428,25,22,,0,83.44
1,1,2023,1,,360,4.115552,3048,6,6,1009.654835,25,22,,0,83.44
1,1,2023,2,,360,4.115552,3048,6,6,1009.654835,25,22,,0,83.44
1,1,2023,3,,350,4.629996,3048,6,6,1009.654835,25,22,,0,83.44
1,1,2023,4,,340,5.14444,1219.2,6,6,1009.658428,25,22,,0,83.44
1,1,2023,5,,330,2.57222,1402.08,6,6,1009.658428,25,23,,0,88.67
1,1,2023,6,,330,3.601108,1524,3,3,1009.662022,24,23,,0,94.14
1,1,2023,7,,320,3.601108,,,,1009.662022,24,23,,0,94.14
1,1,2023,8,,320,3.086664,518.16,1,1,1009.662022,24,23,,0,94.14
1,1,2023,9,,340,2.57222,518.16,1,1,1009.658428,24,23,,0,94.14
1,1,2023,10,,10,3.601108,518.16,1,1,1009.658428,25,23,,0,88.67
1,1,2023,11,,10,3.601108,609.6,6,6,1009.654835,26,22,,0,78.62
1,1,2023,12,,350,4.115552,3048,6,6,1009.654835,27,22,,0,74.11
1,1,2023,13,,350,4.115552,762,3,3,1009.654835,28,22,,0,69.9
1,1,2023,14,,360,4.115552,914.4,3,3,1009.654835,28,21,,0,65.74
1,1,2023,15,,350,5.14444,914.4,1,1,1009.658428,30,22,,0,62.25
1,1,2023,16,,50,5.658884,914.4,1,1,1009.658428,30,23,,0,66.15
1,1,2023,17,,60,6.173328,1066.8,1,1,1009.662022,29,22,,0,65.95
1,1,2023,18,,40,4.115552,1219.2,3,1,1009.662022,29,23,,0,70.08
1,1,2023,19,,70,5.14444,1066.8,3,3,1009.665616,29,23,,0,70.08
1,1,2023,20,,80,5.658884,914.4,3,3,1009.665616,27,23,,0,78.76
1,1,2023,21,,70,4.629996,1219.2,3,3,1009.665616,27,22,,0,74.11
1,1,2023,22,,60,4.115552,1371.6,3,3,1009.662022,26,23,,0,83.55
1,1,2023,23,,10,2.57222,1219.2,6,6,1009.662022,26,23,,0,83.55
2,1,2023,0,,30,3.086664,1219.2,6,6,1009.662022,26,23,,0,83.55
2,1,2023,1,,20,3.086664,914.4,6,6,1009.658428,26,23,,0,83.55
2,1,2023,2,,20,4.115552,518.16,6,6,1009.658428,26,23,,0,83.55
2,1,2023,3,,360,4.115552,457.2,6,6,1009.658428,26,24,,0,88.75
2,1,2023,4,,360,4.629996,457.2,6,6,1009.662022,26,23,,0,83.55
2,1,2023,5,,10,5.14444,609.6,6,6,1009.665616,26,23,,0,83.55
2,1,2023,6,,360,4.629996,609.6,6,6,1009.669209,25,24,,0,94.19
2,1,2023,7,,250,5.14444,609.6,6,6,1009.669209,25,23,,0,88.67
2,1,2023,8,,330,3.601108,457.2,6,6,1009.669209,25,24,,0,94.19
2,1,2023,9,,330,4.629996,457.2,3,3,1009.669209,25,24,,0,94.19
2,1,2023,10,,310,5.14444,609.6,3,3,1009.665616,25,24,,0,94.19
2,1,2023,11,,340,6.173328,609.6,1,1,1009.665616,27,23,,0,78.76
2,1,2023,12,,350,6.687772,914.4,3,3,1009.669209,27,23,,0,78.76
2,1,2023,13,,350,6.687772,914.4,3,3,1009.671605,28,22,,0,69.9
2,1,2023,14,,360,6.687772,914.4,1,1,1009.671605,29,23,,0,70.08
2,1,2023,15,,360,6.687772,914.4,1,1,1009.675199,30,22,,0,62.25
2,1,2023,16,,10,8.231104,914.4,1,1,1009.678792,29,23,,0,70.08
2,1,2023,17,,10,8.231104,914.4,1,1,1009.682386,28,23,,0,74.28
2,1,2023,18,,20,8.231104,914.4,1,1,1009.68598,29,23,,0,70.08
2,1,2023,19,,360,7.71666,914.4,1,1,1009.68598,29,23,,0,70.08
2,1,2023,20,,20,7.71666,914.4,1,1,1009.689573,28,23,,0,74.28
2,1,2023,21,,10,7.202216,914.4,3,3,1009.689573,28,23,,0,74.28
2,1,2023,22,,10,4.115552,914.4,3,3,1009.68598,26,23,,0,83.55
2,1,2023,23,,360,6.687772,914.4,3,3,1009.68598,26,23,,0,83.55
3,1,2023,0,,360,7.202216,609.6,6,6,1009.682386,26,23,,0,83.55
3,1,2023,1,,360,6.687772,609.6,6,6,1009.682386,26,24,,0,88.75
3,1,2023,2,,360,6.173328,822.96,6,6,1009.682386,26,24,,0,88.75
3,1,2023,3,,350,5.658884,853.44,6,6,1009.68598,26,24,,0,88.75
3,1,2023,4,,340,5.658884,914.4,6,6,1009.68598,26,24,,0,88.75
3,1,2023,5,,340,5.658884,853.44,6,6,1009.689573,26,24,,0,88.75
3,1,2023,6,,340,4.629996,914.4,3,3,1009.693167,26,24,,0,88.75
3,1,2023,7,,340,4.115552,609.6,1,1,1009.693167,26,23,,0,83.55
3,1,2023,8,,320,4.115552,609.6,1,1,1009.693167,26,23,,0,83.55
3,1,2023,9,,320,3.086664,609.6,1,1,1009.689573,26,24,,0,88.75
3,1,2023,10,,360,3.601108,609.6,1,1,1009.68598,26,24,,0,88.75
3,1,2023,11,,300,1.543332,609.6,1,1,1009.68598,27,24,,0,83.66
3,1,2023,12,,200,1.543332,609.6,1,1,1009.682386,27,24,,0,83.66
3,1,2023,13,,150,5.658884,609.6,3,3,1009.682386,29,23,,0,70.08
3,1,2023,14,,140,8.231104,609.6,3,3,1009.682386,28,23,,0,74.28
3,1,2023,15,,190,7.71666,609.6,3,3,1009.682386,26,22,,0,78.62
3,1,2023,16,,110,4.629996,914.4,6,6,1009.682386,25,23,,0,88.67
3,1,2023,17,,140,7.202216,609.6,6,6,1009.682386,26,20,,0,69.52
3,1,2023,18,,150,8.231104,1066.8,3,3,1009.68598,26,16,,0,54.05
3,1,2023,19,,140,7.71666,1219.2,6,6,1009.68598,25,18,,0,65.12
3,1,2023,20,,150,7.71666,1219.2,3,3,1009.68598,25,17,,0,61.13
3,1,2023,21,,160,4.629996,914.4,6,6,1009.678792,24,19,,0,73.61
3,1,2023,22,,150,4.629996,914.4,6,6,1009.678792,23,20,,0,83.21
3,1,2023,23,,180,4.629996,914.4,6,6,1009.675199,23,21,,0,88.51
4,1,2023,0,,180,4.115552,3048,6,6,1009.671605,22,21,,0,94.06
4,1,2023,1,,190,4.629996,3048,6,6,1009.669209,22,21,,0,94.06
4,1,2023,2,,190,5.658884,3048,6,6,1009.671605,23,20,,0,83.21
4,1,2023,3,,180,4.115552,3048,6,6,1009.675199,23,19,,0,78.19
4,1,2023,4,,190,4.115552,3048,6,6,1009.675199,23,19,,0,78.19
4,1,2023,5,,190,4.629996,3048,6,6,1009.678792,23,18,,0,73.44
4,1,2023,6,,200,4.115552,3048,6,6,1009.678792,22,18,,0,78.04
4,1,2023,7,,210,4.115552,3048,3,3,1009.678792,22,18,,0,78.04
4,1,2023,8,,160,3.086664,3048,3,3,1009.678792,23,16,,0,64.69
4,1,2023,9,,130,2.57222,3048,3,3,1009.675199,23,16,,0,64.69
4,1,2023,10,,200,2.057776,,,,1009.671605,22,17,,0,73.27
4,1,2023,11,,230,3.086664,1066.8,1,1,1009.671605,22,18,,0,78.04
4,1,2023,12,,190,4.115552,3048,6,6,1009.669209,22,17,,0,73.27
4,1,2023,13,,200,5.14444,3048,6,6,1009.669209,23,17,,0,68.94
4,1,2023,14,,210,6.173328,3048,6,6,1009.669209,22,17,,0,73.27
4,1,2023,15,,200,3.601108,1828.8,8,8,1009.669209,21,18,,0,82.98
4,1,2023,16,,180,2.57222,3048,6,6,1009.669209,23,17,,0,68.94
4,1,2023,17,,170,2.57222,1097.28,8,8,1009.669209,23,18,,0,73.44
4,1,2023,18,,170,2.057776,2743.2,6,6,1009.669209,23,17,,0,68.94
4,1,2023,19,,,0.514444,2743.2,6,6,1009.671605,23,17,,0,68.94
4,1,2023,20,,230,1.543332,2438.4,6,6,1009.671605,23,17,,0,68.94
4,1,2023,21,,,0.514444,2438.4,8,8,1009.669209,23,18,,0,73.44
4,1,2023,22,,200,1.543332,2133.6,6,6,1009.669209,22,19,,0,83.09
4,1,2023,23,,220,1.543332,2133.6,3,3,1009.665616,22,19,,0,83.09
5,1,2023,0,,220,1.543332,2133.6,3,3,1009.665616,22,19,,0,83.09
5,1,2023,1,,200,3.601108,1524,6,6,1009.662022,22,19,,0,83.09
5,1,2023,2,,200,3.601108,1219.2,3,3,1009.662022,22,20,,0,88.43
5,1,2023,3,,200,4.115552,762,1,1,1009.662022,21,20,,0,94.01
5,1,2023,4,,220,3.086664,762,1,1,1009.662022,21,19,,0,88.34
5,1,2023,5,,210,3.086664,762,1,1,1009.665616,21,19,,0,88.34
5,1,2023,6,,210,3.601108,,,,1009.665616,21,19,,0,88.34
5,1,2023,7,,220,2.57222,,,,1009.665616,20,18,,0,88.26
5,1,2023,8,,250,1.543332,,,,1009.662022,19,18,,0,93.92
5,1,2023,9,,260,3.086664,,,,1009.662022,19,18,,0,93.92
5,1,2023,10,,270,2.057776,,,,1009.658428,21,18,,0,82.98
5,1,2023,11,,240,3.086664,,,,1009.658428,23,18,,0,73.44
5,1,2023,12,,250,3.601108,,,,1009.658428,24,19,,0,73.61
5,1,2023,13,,130,4.115552,762,3,3,1009.654835,25,17,,0,61.13
5,1,2023,14,,140,4.115552,914.4,1,1,1009.654835,26,19,,0,65.33
5,1,2023,15,,130,4.629996,914.4,1,1,1009.654835,27,18,,0,57.84
5,1,2023,16,,120,5.658884,762,1,1,1009.654835,27,17,,0,54.3
5,1,2023,17,,120,6.687772,914.4,1,1,1009.654835,26,17,,0,57.6
5,1,2023,18,,120,7.202216,914.4,1,1,1009.654835,27,19,,0,61.58
5,1,2023,19,,120,7.202216,914.4,1,1,1009.654835,26,19,,0,65.33
5,1,2023,20,,130,6.687772,914.4,1,1,1009.654835,25,19,,0,69.33
5,1,2023,21,,120,6.173328,914.4,1,1,1009.654835,25,18,,0,65.12
5,1,2023,22,,130,4.115552,822.96,1,1,1009.654835,24,18,,0,69.14
5,1,2023,23,,150,3.086664,822.96,1,1,1009.651241,23,19,,0,78.19
6,1,2023,0,,160,2.57222,822.96,1,1,1009.651241,23,18,,0,73.44
6,1,2023,1,,190,2.057776,914.4,3,3,1009.647648,21,19,,0,88.34
6,1,2023,2,,210,2.57222,914.4,1,1,1009.644054,21,20,,0,94.01
6,1,2023,3,,200,1.543332,914.4,1,1,1009.647648,21,20,,0,94.01
6,1,2023,4,,280,2.057776,1066.8,1,1,1009.647648,20,19,,0,93.97
6,1,2023,5,,270,2.057776,,,,1009.647648,20,18,,0,88.26
6,1,2023,6,,270,2.057776,,,,1009.651241,20,19,,0,93.97
6,1,2023,7,,250,1.543332,,,,1009.651241,19,19,,0,100
6,1,2023,8,,260,2.57222,,,,1009.647648,19,19,,0,100
6,1,2023,9,,270,1.543332,,,,1009.647648,19,19,,0,100
6,1,2023,10,,270,2.057776,609.6,1,1,1009.647648,21,18,,0,82.98
6,1,2023,11,,260,2.057776,2011.68,3,3,1009.644054,22,19,,0,83.09
6,1,2023,12,,190,4.629996,1219.2,3,3,1009.640461,25,18,,0,65.12
6,1,2023,13,,140,6.687772,1219.2,6,6,1009.640461,25,19,,0,69.33
6,1,2023,14,,130,6.687772,792.48,6,6,1009.640461,26,20,,0,69.52
6,1,2023,15,,130,7.202216,914.4,3,3,1009.640461,26,19,,0,65.33
6,1,2023,16,,130,7.71666,1219.2,3,3,1009.640461,26,18,,0,61.36
6,1,2023,17,,130,7.71666,1097.28,3,3,1009.640461,26,17,,0,57.6
6,1,2023,18,,140,6.173328,1219.2,3,3,1009.640461,27,18,,0,57.84
6,1,2023,19,,130,8.231104,1066.8,3,3,1009.640461,25,18,,0,65.12
6,1,2023,20,,140,7.71666,1066.8,3,3,1009.640461,26,17,,0,57.6
6,1,2023,21,,130,7.71666,1066.8,3,3,1009.640461,25,17,,0,61.13
6,1,2023,22,,140,6.173328,1066.8,3,3,1009.636867,24,17,,0,64.91
6,1,2023,23,,140,4.115552,1066.8,1,1,1009.636867,23,17,,0,68.94
7,1,2023,0,,140,2.57222,914.4,3,3,1009.633274,23,17,,0,68.94
7,1,2023,1,,130,4.629996,1005.84,3,3,1009.62968,22,18,,0,78.04
7,1,2023,2,,140,4.115552,,,,1009.633274,23,18,,0,73.44
7,1,2023,3,,140,2.57222,,,,1009.633274,22,18,,0,78.04
7,1,2023,4,,160,3.086664,914.4,1,1,1009.636867,22,17,,0,73.27
7,1,2023,5,,140,2.057776,914.4,1,1,1009.636867,22,17,,0,73.27
7,1,2023,6,,220,1.028888,914.4,1,1,1009.640461,19,18,,0,93.92
7,1,2023,7,,210,2.057776,914.4,1,1,1009.640461,19,18,,0,93.92
7,1,2023,8,,210,1.543332,1463.04,3,3,1009.640461,19,18,,0,93.92
7,1,2023,9,,220,2.057776,914.4,1,1,1009.636867,20,18,,0,88.26
7,1,2023,10,,176.6666667,2.400738667,1524,6,6,1009.634471,21,20,,0,94.01
7,1,2023,11,,140,4.115552,457.2,8,8,1009.62968,20,20,,0,100
7,1,2023,12,,196.6666667,4.287033333,1930.4,6.666666667,6,1009.62968,21.33333333,21,,0,98.02
7,1,2023,13,,200,3.601108,2133.6,8,6,1009.62968,21,21,,0,100
7,1,2023,14,,210,3.086664,2133.6,6,6,1009.62968,23,22,,0,94.1
7,1,2023,15,,150,4.629996,914.4,6,6,1009.62968,25,21,,0,78.48
7,1,2023,16,,130,7.71666,914.4,6,6,1009.633274,26,20,,0,69.52
7,1,2023,17,,120,7.202216,914.4,6,6,1009.633274,26,19,,0,65.33
7,1,2023,18,,120,6.687772,914.4,3,3,1009.636867,26,19,,0,65.33
7,1,2023,19,,120,7.202216,1066.8,3,3,1009.636867,26,19,,0,65.33
7,1,2023,20,,140,6.173328,914.4,3,3,1009.636867,25,18,,0,65.12
7,1,2023,21,,130,5.658884,853.44,3,3,1009.636867,25,18,,0,65.12
7,1,2023,22,,130,4.629996,853.44,3,3,1009.636867,23,18,,0,73.44
7,1,2023,23,,140,3.086664,762,3,3,1009.636867,23,18,,0,73.44
8,1,2023,0,,140,2.57222,762,1,1,1009.636867,22,18,,0,78.04
8,1,2023,1,,170,2.057776,762,1,1,1009.633274,22,18,,0,78.04
8,1,2023,2,,170,2.057776,762,1,1,1009.633274,21,18,,0,82.98
8,1,2023,3,,170,2.057776,762,1,1,1009.636867,22,19,,0,83.09
8,1,2023,4,,180,1.543332,762,1,1,1009.636867,21,18,,0,82.98
8,1,2023,5,,230,2.57222,762,1,1,1009.640461,20,19,,0,93.97
8,1,2023,6,,360,1.028888,762,1,1,1009.640461,20,20,,0,100
8,1,2023,7,,270,2.057776,762,1,1,1009.644054,20,19,,0,93.97
8,1,2023,8,,260,2.57222,762,1,1,1009.644054,20,19,,0,93.97
8,1,2023,9,,280,1.543332,762,3,3,1009.640461,20,20,,0,100
8,1,2023,10,,250,1.543332,762,3,3,1009.640461,22,19,,0,83.09
8,1,2023,11,,230,3.601108,762,3,3,1009.636867,23,19,,0,78.19
8,1,2023,12,,200,3.086664,762,3,3,1009.636867,23,19,,0,78.19
8,1,2023,13,,130,4.629996,762,3,3,1009.636867,26,19,,0,65.33
8,1,2023,14,,130,4.629996,762,3,3,1009.636867,26,18,,0,61.36
8,1,2023,15,,100,5.658884,762,6,6,1009.636867,26,18,,0,61.36
8,1,2023,16,,110,6.687772,762,6,6,1009.640461,27,21,,0,69.71
8,1,2023,17,,90,5.658884,762,6,6,1009.640461,25,19,,0,69.33
8,1,2023,18,,90,5.658884,2133.6,6,3,1009.644054,25,18,,0,65.12
8,1,2023,19,,110,5.658884,2438.4,6,6,1009.644054,25,18,,0,65.12
8,1,2023,20,,130,5.14444,2438.4,6,6,1009.644054,25,18,,0,65.12
8,1,2023,21,,120,4.115552,2133.6,6,3,1009.647648,24,19,,0,73.61
8,1,2023,22,,130,3.086664,1524,6,3,1009.647648,24,20,,0,78.34
8,1,2023,23,,120,2.57222,1524,6,3,1009.644054,23,20,,0,83.21
9,1,2023,0,,100,3.601108,1524,6,1,1009.644054,23,18,,0,73.44
9,1,2023,1,,150,2.057776,1524,6,1,1009.644054,23,18,,0,73.44
9,1,2023,2,,170,0.514444,1524,6,1,1009.644054,22,19,,0,83.09
9,1,2023,3,,230,0.514444,1524,6,1,1009.644054,22,20,,0,88.43
9,1,2023,4,,220,0.514444,1524,6,1,1009.647648,20,19,,0,93.97
9,1,2023,5,,270,1.028888,1524,6,1,1009.647648,20,20,,0,100
9,1,2023,6,,260,2.57222,1524,6,1,1009.651241,21,20,,0,94.01
9,1,2023,7,,260,2.057776,1524,6,1,1009.651241,20,20,,0,100
9,1,2023,8,,260,2.57222,,,,1009.651241,20,19,,0,93.97
9,1,2023,9,,280,1.028888,,,,1009.651241,20,19,,0,93.97
9,1,2023,10,,290,2.57222,,,,1009.651241,22,19,,0,83.09
9,1,2023,11,,290,2.057776,762,1,1,1009.647648,23,19,,0,78.19
9,1,2023,12,,280,2.57222,762,1,1,1009.647648,25,18,,0,65.12
9,1,2023,13,,280,2.57222,914.4,3,3,1009.647648,26,17,,0,57.6
9,1,2023,14,,300,2.57222,1066.8,3,3,1009.647648,26,17,,0,57.6
9,1,2023,15,,90,3.086664,1066.8,3,3,1009.651241,27,17,,0,54.3
9,1,2023,16,,80,6.173328,1066.8,1,1,1009.651241,27,18,,0,57.84
9,1,2023,17,,100,6.173328,1066.8,1,1,1009.654835,27,18,,0,57.84
9,1,2023,18,,100,5.658884,1066.8,1,1,1009.654835,26,18,,0,61.36
9,1,2023,19,,80,5.658884,1066.8,1,1,1009.658428,27,19,,0,61.58
9,1,2023,20,,100,4.629996,1066.8,3,3,1009.658428,26,19,,0,65.33
9,1,2023,21,,80,4.115552,1066.8,3,3,1009.658428,25,18,,0,65.12
9,1,2023,22,,120,3.601108,1219.2,3,3,1009.654835,24,18,,0,69.14
9,1,2023,23,,90,2.057776,1066.8,3,3,1009.654835,23,18,,0,73.44
10,1,2023,0,,,1.028888,914.4,3,3,1009.651241,23,18,,0,73.44
10,1,2023,1,,30,1.028888,914.4,1,1,1009.651241,23,18,,0,73.44
10,1,2023,2,,30,1.543332,914.4,1,1,1009.651241,23,19,,0,78.19
10,1,2023,3,,0,0,762,1,1,1009.654835,21,19,,0,88.34
10,1,2023,4,,0,0,762,3,3,1009.654835,21,20,,0,94.01
10,1,2023,5,,280,1.543332,1219.2,3,3,1009.658428,22,20,,0,88.43
10,1,2023,6,,300,2.057776,1219.2,6,6,1009.658428,22,20,,0,88.43
10,1,2023,7,,300,3.086664,1524,6,6,1009.662022,22,19,,0,83.09
10,1,2023,8,,300,3.086664,1371.6,6,6,1009.658428,22,19,,0,83.09
10,1,2023,9,,300,3.086664,1371.6,1,1,1009.658428,22,19,,0,83.09
10,1,2023,10,,340,3.086664,1371.6,1,1,1009.658428,24,19,,0,73.61
10,1,2023,11,,340,3.601108,914.4,3,3,1009.654835,25,19,,0,69.33
10,1,2023,12,,350,3.086664,914.4,1,1,1009.654835,26,19,,0,65.33
10,1,2023,13,,350,4.115552,1066.8,3,3,1009.654835,28,19,,0,58.08
10,1,2023,14,,350,5.14444,914.4,3,3,1009.658428,28,20,,0,61.81
10,1,2023,15,,350,6.173328,762,3,3,1009.658428,29,19,,0,54.8
10,1,2023,16,,350,6.687772,762,1,1,1009.662022,30,21,,0,58.55
10,1,2023,17,,350,5.658884,914.4,1,1,1009.665616,30,21,,0,58.55
10,1,2023,18,,10,5.658884,914.4,1,1,1009.669209,30,21,,0,58.55
10,1,2023,19,,350,5.658884,1219.2,1,1,1009.669209,28,21,,0,65.74
10,1,2023,20,,10,4.115552,,,,1009.669209,28,21,,0,65.74
10,1,2023,21,,90,4.115552,2682.24,6,6,1009.665616,26,22,,0,78.62
10,1,2023,22,,30,3.601108,1524,3,3,1009.665616,26,21,,0,73.95
10,1,2023,23,,10,4.115552,1524,6,6,1009.662022,25,21,,0,78.48
11,1,2023,0,,10,4.115552,1676.4,6,6,1009.658428,25,21,,0,78.48
11,1,2023,1,,30,3.086664,762,6,6,1009.658428,25,21,,0,78.48
11,1,2023,2,,40,3.086664,762,6,6,1009.658428,25,21,,0,78.48
11,1,2023,3,,10,2.057776,762,6,6,1009.658428,25,21,,0,78.48
11,1,2023,4,,210,2.915182667,914.4,6,6,1009.662022,23.33333333,23,,0,98.04666667
11,1,2023,5,,230,2.57222,914.4,6,6,1009.662022,22,22,,0,100
11,1,2023,6,,280,3.086664,914.4,6,6,1009.665616,22,22,,0,100
11,1,2023,7,,360,4.629996,762,6,6,1009.671605,23,23,,0,100
11,1,2023,8,,280,4.629996,609.6,6,6,1009.671605,22,22,,0,100
11,1,2023,9,,310,3.601108,457.2,6,6,1009.669209,23,22,,0,94.1
11,1,2023,10,,310,4.115552,609.6,6,6,1009.665616,23,22,,0,94.1
11,1,2023,11,,320,3.086664,609.6,6,6,1009.665616,25,23,,0,88.67
11,1,2023,12,,320,3.601108,609.6,6,6,1009.665616,26,22,,0,78.62
11,1,2023,13,,360,4.629996,609.6,6,6,1009.665616,27,21,,0,69.71
11,1,2023,14,,350,5.14444,609.6,6,6,1009.669209,28,22,,0,69.9
11,1,2023,15,,350,5.658884,609.6,6,6,1009.671605,30,22,,0,62.25
11,1,2023,16,,360,4.115552,609.6,6,6,1009.671605,30,22,,0,62.25
11,1,2023,17,,10,2.057776,914.4,6,6,1009.671605,31,21,,0,55.29
11,1,2023,18,,130,4.629996,1219.2,1,1,1009.675199,29,24,,0,74.44
11,1,2023,19,,140,4.115552,1219.2,3,3,1009.675199,29,23,,0,70.08
11,1,2023,20,,150,4.115552,1219.2,1,1,1009.675199,27,23,,0,78.76
11,1,2023,21,,160,3.601108,1219.2,1,1,1009.675199,27,23,,0,78.76
11,1,2023,22,,160,2.57222,1219.2,3,3,1009.675199,26,24,,0,88.75
11,1,2023,23,,150,3.601108,1219.2,3,3,1009.671605,25,24,,0,94.19
12,1,2023,0,,150,3.086664,762,1,1,1009.669209,25,24,,0,94.19
12,1,2023,1,,180,1.543332,762,1,1,1009.665616,25,24,,0,94.19
12,1,2023,2,,170,1.543332,762,3,3,1009.665616,25,24,,0,94.19
12,1,2023,3,,0,0,762,3,3,1009.669209,25,24,,0,94.19
12,1,2023,4,,350,2.057776,762,3,3,1009.669209,25,24,,0,94.19
12,1,2023,5,,300,3.086664,762,3,3,1009.671605,25,24,,0,94.19
12,1,2023,6,,270,2.57222,762,3,3,1009.675199,24,23,,0,94.14
12,1,2023,7,,300,2.57222,762,3,3,1009.678792,24,23,,0,94.14
12,1,2023,8,,280,3.601108,762,3,3,1009.678792,24,22,,0,88.59
12,1,2023,9,,300,4.115552,762,3,3,1009.678792,24,23,,0,94.14
12,1,2023,10,,310,3.601108,1219.2,3,3,1009.678792,24,23,,0,94.14
12,1,2023,11,,310,2.057776,,,,1009.675199,25,23,,0,88.67
12,1,2023,12,,330,2.57222,,,,1009.678792,27,22,,0,74.11
12,1,2023,13,,340,1.543332,,,,1009.678792,29,19,,0,54.8
12,1,2023,14,,330,2.57222,1066.8,1,1,1009.678792,31,20,,0,51.98
12,1,2023,15,,340,4.115552,1066.8,1,1,1009.682386,31,22,,0,58.78
12,1,2023,16,,330,4.629996,1066.8,1,1,1009.682386,32,20,,0,49.1
12,1,2023,17,,330,4.115552,1066.8,1,1,1009.68598,32,24,,0,62.68
12,1,2023,18,,90,3.086664,1066.8,1,1,1009.68598,32,24,,0,62.68
12,1,2023,19,,360,2.57222,1066.8,1,1,1009.689573,33,24,,0,59.24
12,1,2023,20,,340,5.658884,1066.8,1,1,1009.689573,29,24,,0,74.44
12,1,2023,21,,80,2.057776,1066.8,1,1,1009.68598,28,24,,0,78.9
12,1,2023,22,,20,4.115552,1066.8,3,3,1009.68598,27,23,,0,78.76
12,1,2023,23,,20,3.086664,1066.8,3,3,1009.682386,27,24,,0,83.66
13,1,2023,0,,360,3.601108,457.2,1,1,1009.678792,26,24,,0,88.75
13,1,2023,1,,360,3.601108,914.4,3,3,1009.675199,26,24,,0,88.75
13,1,2023,2,,360,3.601108,365.76,3,3,1009.678792,26,24,,0,88.75
13,1,2023,3,,340,4.115552,335.28,3,3,1009.678792,26,25,,0,94.23
13,1,2023,4,,340,4.115552,335.28,6,6,1009.682386,26,24,,0,88.75
13,1,2023,5,,360,2.057776,335.28,6,6,1009.682386,26,25,,0,94.23
13,1,2023,6,,360,2.57222,304.8,3,3,1009.682386,26,25,,0,94.23
13,1,2023,7,,340,3.601108,304.8,6,6,1009.68598,26,25,,0,94.23
13,1,2023,8,,280,3.601108,304.8,6,6,1009.682386,25,24,,0,94.19
13,1,2023,9,,300,3.086664,365.76,3,3,1009.682386,25,24,,0,94.19
13,1,2023,10,,320,2.57222,274.32,1,1,1009.682386,26,25,,0,94.23
13,1,2023,11,,330,2.57222,457.2,1,1,1009.678792,26,25,,0,94.23
13,1,2023,12,,330,4.115552,457.2,1,1,1009.678792,27,25,,0,88.83
13,1,2023,13,,360,4.629996,609.6,1,1,1009.678792,28,24,,0,78.9
13,1,2023,14,,10,4.629996,762,1,1,1009.678792,29,24,,0,74.44
13,1,2023,15,,300,4.115552,762,1,1,1009.682386,30,23,,0,66.15
13,1,2023,16,,350,4.115552,914.4,1,1,1009.68598,31,22,,0,58.78
13,1,2023,17,,350,3.601108,914.4,1,1,1009.689573,32,24,,0,62.68
13,1,2023,18,,340,6.173328,914.4,3,3,1009.693167,31,25,,0,70.45
13,1,2023,19,,20,3.086664,3048,3,3,1009.693167,31,24,,0,66.35
13,1,2023,20,,10,5.14444,3048,3,3,1009.693167,29,24,,0,74.44
13,1,2023,21,,360,4.629996,3048,6,3,1009.693167,28,24,,0,78.9
13,1,2023,22,,185,4.629996,1981.2,6,4.5,1009.687777,27,24.5,,0,86.245
13,1,2023,23,,360,1.543332,914.4,6,6,1009.682386,26,25,,0,94.23
14,1,2023,0,,90,4.629996,914.4,6,6,1009.678792,23,23,,0,100
14,1,2023,1,,100,4.115552,2011.68,3,1,1009.678792,23,10,,0,43.69
14,1,2023,2,,210,2.057776,3017.52,6,3,1009.675199,23,23,,0,100
14,1,2023,3,,310,3.086664,3017.52,3,3,1009.678792,24,24,,0,100
14,1,2023,4,,340,3.086664,,,,1009.682386,24,23,,0,94.14
14,1,2023,5,,310,4.115552,,,,1009.68598,24,23,,0,94.14
14,1,2023,6,,350,4.115552,,,,1009.689573,24,23,,0,94.14
14,1,2023,7,,340,4.115552,,,,1009.689573,24,23,,0,94.14
14,1,2023,8,,330,4.629996,,,,1009.689573,24,23,,0,94.14
14,1,2023,9,,350,4.115552,,,,1009.68598,25,23,,0,88.67
14,1,2023,10,,330,4.629996,,,,1009.68598,26,23,,0,83.55
14,1,2023,11,,360,4.629996,,,,1009.682386,27,22,,0,74.11
14,1,2023,12,,360,3.086664,,,,1009.682386,29,22,,0,65.95
14,1,2023,13,,360,4.115552,1066.8,1,1,1009.678792,30,21,,0,58.55
14,1,2023,14,,350,4.629996,1066.8,1,1,1009.678792,31,22,,0,58.78
14,1,2023,15,,190,4.115552,1219.2,1,1,1009.678792,31,22,,0,58.78
14,1,2023,16,,110,6.687772,1219.2,3,3,1009.678792,30,22,,0,62.25
14,1,2023,17,,130,6.173328,1219.2,3,3,1009.678792,30,22,,0,62.25
14,1,2023,18,,140,6.687772,1066.8,1,1,1009.678792,31,20,,0,51.98
14,1,2023,19,,140,8.231104,1219.2,1,1,1009.678792,30,21,,0,58.55
14,1,2023,20,,170,7.202216,1828.8,6,3,1009.671605,28,23,,0,74.28
14,1,2023,21,,190,5.401662,1524,6,3,1009.671605,25.5,23,,0,86.11
14,1,2023,22,,193.3333333,6.516290667,1524,6,4.333333333,1009.669209,23,22,,0,94.1
14,1,2023,23,,190,5.14444,1005.84,6,6,1009.665616,23,21,,0,88.51
