day,month,year,hour,ct,wd,ws,hc,ccp,cco,p,temp,dpTemp,vis,pw,relh
8,6,2023,12,,310,2.57222,,,,1009.633274,19,19,,0,100
8,6,2023,13,,330,3.086664,,,,1009.633274,21,17,,0,77.9
8,6,2023,14,,350,3.086664,,,,1009.636867,23,16,,0,64.69
8,6,2023,15,,340,2.57222,,,,1009.640461,25,15,,0,53.8
8,6,2023,16,,360,2.057776,,,,1009.644054,26,15,,0,50.69
8,6,2023,17,,350,2.57222,,,,1009.647648,26,16,,0,54.05
8,6,2023,18,,350,5.14444,,,,1009.647648,25,17,,0,61.13
8,6,2023,19,,350,4.115552,,,,1009.651241,25,17,,0,61.13
8,6,2023,20,,330,3.601108,,,,1009.651241,23,18,,0,73.44
8,6,2023,21,,360,1.028888,,,,1009.651241,21,18,,0,82.98
8,6,2023,22,,360,2.057776,,,,1009.651241,21,19,,0,88.34
8,6,2023,23,,340,3.086664,,,,1009.647648,20,20,,0,100
9,6,2023,0,,350,3.601108,,,,1009.647648,21,20,,0,94.01
9,6,2023,1,,340,2.057776,,,,1009.647648,20,19,,0,93.97
9,6,2023,2,,320,4.115552,243.84,3,3,1009.647648,20,20,,0,100
9,6,2023,3,,325,5.14444,243.84,4.5,4.5,1009.647648,20,20,,0,100
9,6,2023,4,,320,5.14444,274.32,6,6,1009.647648,20,20,,0,100
9,6,2023,5,,320,6.173328,274.32,3,3,1009.651241,19,19,,0,100
9,6,2023,6,,320,5.658884,304.8,3,3,1009.654835,19,19,,0,100
9,6,2023,7,,320,5.14444,365.76,1,1,1009.654835,19,19,,0,100
9,6,2023,8,,330,6.687772,,,,1009.654835,19,19,,0,100
9,6,2023,9,,330,7.202216,,,,1009.658428,18,18,,0,100
9,6,2023,10,,330,5.658884,,,,1009.654835,19,18,,0,93.92
9,6,2023,11,,330,8.231104,,,,1009.654835,19,17,,0,88.18
9,6,2023,12,,340,7.71666,,,,1009.654835,19,17,,0,88.18
9,6,2023,13,,350,7.202216,,,,1009.651241,22,17,,0,73.27
9,6,2023,14,,350,8.231104,,,,1009.654835,24,17,,0,64.91
9,6,2023,15,,350,8.745548,,,,1009.658428,25,16,,0,57.36
9,6,2023,16,,360,7.71666,,,,1009.662022,26,16,,0,54.05
9,6,2023,17,,350,6.687772,,,,1009.665616,27,17,,0,54.3
9,6,2023,18,,360,6.173328,,,,1009.669209,27,17,,0,54.3
9,6,2023,19,,360,4.115552,,,,1009.669209,27,17,,0,54.3
9,6,2023,20,,10,3.601108,,,,1009.665616,25,18,,0,65.12
9,6,2023,21,,350,2.57222,,,,1009.665616,24,18,,0,69.14
9,6,2023,22,,350,4.629996,,,,1009.662022,23,18,,0,73.44
9,6,2023,23,,300,3.601108,,,,1009.658428,21,20,,0,94.01
10,6,2023,0,,280,2.057776,,,,1009.658428,19,19,,0,100
10,6,2023,1,,250,1.543332,,,,1009.658428,19,17,,0,88.18
10,6,2023,2,,240,1.543332,,,,1009.658428,17,17,,0,100
10,6,2023,3,,260,1.543332,,,,1009.658428,18,18,,0,100
10,6,2023,4,,270,2.057776,,,,1009.658428,16,16,,0,100
10,6,2023,5,,300,2.57222,,,,1009.662022,16,16,,0,100
10,6,2023,6,,270,1.543332,,,,1009.662022,16,16,,0,100
10,6,2023,7,,300,2.57222,,,,1009.662022,17,17,,0,100
10,6,2023,8,,300,2.057776,,,,1009.662022,16,16,,0,100
10,6,2023,9,,280,1.028888,,,,1009.662022,16,16,,0,100
10,6,2023,10,,220,1.028888,,,,1009.662022,15,15,,0,100
10,6,2023,11,,290,2.057776,,,,1009.658428,18,17,,0,93.88
10,6,2023,12,,310,3.601108,,,,1009.658428,22,18,,0,78.04
10,6,2023,13,,350,4.115552,,,,1009.658428,25,15,,0,53.8
10,6,2023,14,,350,3.086664,,,,1009.662022,28,15,,0,45.07
10,6,2023,15,,310,4.115552,,,,1009.665616,28,15,,0,45.07
10,6,2023,16,,290,5.658884,,,,1009.669209,30,14,,0,37.62
10,6,2023,17,,300,8.231104,,,,1009.671605,30,13,,0,35.25
10,6,2023,18,,260,4.115552,,,,1009.671605,30,14,,0,37.62
10,6,2023,19,,350,4.629996,,,,1009.675199,30,14,,0,37.62
10,6,2023,20,,350,6.173328,,,,1009.675199,27,16,,0,50.95
10,6,2023,21,,340,5.658884,,,,1009.675199,26,17,,0,57.6
10,6,2023,22,,350,2.57222,,,,1009.671605,25,17,,0,61.13
10,6,2023,23,,330,4.115552,,,,1009.671605,24,18,,0,69.14
11,6,2023,0,,10,0.514444,,,,1009.671605,23,18,,0,73.44
11,6,2023,1,,310,4.629996,,,,1009.675199,24,17,,0,64.91
11,6,2023,2,,,1.543332,,,,1009.675199,23,17,,0,68.94
11,6,2023,3,,160,1.028888,,,,1009.675199,22,17,,0,73.27
11,6,2023,4,,280,5.14444,,,,1009.671605,23,17,,0,68.94
11,6,2023,5,,320,1.543332,914.4,1,1,1009.675199,21,18,,0,82.98
11,6,2023,6,,290,3.601108,944.88,1,1,1009.675199,21,19,,0,88.34
11,6,2023,7,,300,1.543332,,,,1009.675199,20,17,,0,82.86
11,6,2023,8,,,1.028888,,,,1009.671605,20,19,,0,93.97
11,6,2023,9,,170,5.14444,,,,1009.671605,21,19,,0,88.34
11,6,2023,10,,170,6.173328,,,,1009.665616,20,16.5,,0,80.305
11,6,2023,11,,170,5.658884,,,,1009.665616,20,16,,0,77.75
11,6,2023,12,,170,6.173328,3048,8,8,1009.662022,20,15,,0,72.92
11,6,2023,13,,200,4.629996,3048,8,8,1009.658428,20,14,,0,68.35
11,6,2023,14,,180,4.115552,3048,8,8,1009.658428,19,15,,0,77.6
11,6,2023,15,,170,5.658884,,,,1009.658428,19,14,,0,72.74
11,6,2023,16,,160,6.173328,,,,1009.662022,19,14,,0,72.74
11,6,2023,17,,170,5.658884,,,,1009.662022,17,15,,0,88
11,6,2023,18,,160,5.658884,1828.8,6,6,1009.662022,18,15,,0,82.62
11,6,2023,19,,180,6.687772,1828.8,7,7,1009.658428,16.5,15.5,,0,94
11,6,2023,20,,185,3.601108,1371.6,6,6,1009.653038,16,16,,0,100
11,6,2023,21,,150,3.601108,1219.2,6,6,1009.651241,17,15,,0,88
11,6,2023,22,,150,3.601108,1219.2,6,6,1009.647648,16,15,,0,93.79
11,6,2023,23,,170,4.629996,1219.2,6,6,1009.647648,16,14,,0,87.92
12,6,2023,0,,180,7.71666,1219.2,6,6,1009.647648,16,14,,0,87.92
12,6,2023,1,,190,4.115552,1219.2,8,8,1009.644054,15,15,,0,100
12,6,2023,2,,180,4.629996,1219.2,8,8,1009.644054,15,14,,0,93.74
12,6,2023,3,,180,4.115552,1615.44,8,8,1009.644054,15,14,,0,93.74
12,6,2023,4,,180,5.658884,1615.44,8,8,1009.644054,15,13,,0,87.83
12,6,2023,5,,200,5.14444,,,,1009.644054,14,12,,0,87.74
12,6,2023,6,,160,2.57222,1097.28,6,6,1009.640461,14,12,,0,87.74
12,6,2023,7,,190,3.601108,1219.2,8,8,1009.640461,15,12,,0,82.25
12,6,2023,8,,180,4.629996,1097.28,8,8,1009.644054,14,12,,0,87.74
12,6,2023,9,,170,2.57222,1097.28,6,6,1009.640461,14,12,,0,87.74
12,6,2023,10,,160,3.601108,1005.84,6,6,1009.636867,13,12,,0,93.65
12,6,2023,11,,180,4.115552,1127.76,6,6,1009.636867,13,12,,0,93.65
12,6,2023,12,,150,4.115552,1127.76,8,8,1009.633274,13,12,,0,93.65
12,6,2023,13,,180,5.14444,1188.72,8,8,1009.62968,13,12,,0,93.65
12,6,2023,14,,160,3.85833,1143,8,8,1009.62968,13,12,,0,93.65
12,6,2023,15,,160,3.086664,1219.2,8,8,1009.633274,14,12,,0,87.74
12,6,2023,16,,160,4.629996,1219.2,8,8,1009.633274,14,11,,0,82.12
12,6,2023,17,,180,5.658884,1219.2,8,8,1009.633274,14,11,,0,82.12
12,6,2023,18,,180,6.687772,914.4,8,8,1009.633274,13,12,,0,93.65
12,6,2023,19,,170,5.14444,762,8,8,1009.62968,13,12,,0,93.65
12,6,2023,20,,155,5.14444,914.4,8,8,1009.627883,13,11.5,,0,90.65
12,6,2023,21,,150,4.115552,914.4,8,8,1009.626086,13,11,,0,87.65
12,6,2023,22,,170,2.57222,1066.8,8,8,1009.622493,13,11,,0,87.65
12,6,2023,23,,200,3.601108,1066.8,8,8,1009.622493,13,11,,0,87.65
13,6,2023,0,,200,4.115552,1219.2,8,8,1009.622493,13,11,,0,87.65
13,6,2023,1,,200,5.14444,1371.6,8,8,1009.6189,14,10,,0,76.82
13,6,2023,2,,180,7.202216,1371.6,6,6,1009.6189,14,9,,0,71.83
13,6,2023,3,,190,6.687772,1371.6,6,6,1009.6189,14,9,,0,71.83
13,6,2023,4,,190,7.202216,1371.6,6,6,1009.6189,14,9,,0,71.83
13,6,2023,5,,190,6.687772,1371.6,6,6,1009.615306,14,9,,0,71.83
13,6,2023,6,,190,7.202216,1371.6,6,6,1009.615306,14,8,,0,67.12
13,6,2023,7,,190,8.231104,1371.6,6,6,1009.6189,14,7,,0,62.69
13,6,2023,8,,190,7.202216,1371.6,6,6,1009.6189,14,7,,0,62.69
13,6,2023,9,,190,7.202216,1524,6,6,1009.6189,14,6,,0,58.52
13,6,2023,10,,200,5.658884,1371.6,6,6,1009.615306,14,7,,0,62.69
13,6,2023,11,,200,6.687772,2133.6,6,6,1009.611713,14,7,,0,62.69
13,6,2023,12,,200,7.71666,2133.6,6,6,1009.611713,15,8,,0,62.92
13,6,2023,13,,200,6.173328,2438.4,8,8,1009.611713,15,8,,0,62.92
13,6,2023,14,,190,5.14444,2133.6,8,8,1009.611713,16,9,,0,63.15
13,6,2023,15,,180,5.658884,2133.6,8,6,1009.615306,16,9,,0,63.15
13,6,2023,16,,180,5.14444,2133.6,8,6,1009.615306,16,9,,0,63.15
13,6,2023,17,,160,2.57222,1219.2,8,8,1009.6189,16,9,,0,63.15
13,6,2023,18,,160,3.086664,914.4,8,8,1009.6189,15,10,,0,72.01
13,6,2023,19,,150,4.629996,1066.8,8,8,1009.6189,15,10,,0,72.01
13,6,2023,20,,170,2.057776,914.4,8,8,1009.615306,14,12,,0,87.74
13,6,2023,21,,0,0,914.4,8,8,1009.615306,14,13,,0,93.69
13,6,2023,22,,170,4.115552,914.4,8,8,1009.615306,14,12,,0,87.74
13,6,2023,23,,180,3.086664,914.4,8,8,1009.615306,14,13,,0,93.69
14,6,2023,0,,200,4.115552,1524,8,3,1009.615306,14,13,,0,93.69
14,6,2023,1,,200,5.14444,1219.2,8,3,1009.615306,15,14,,0,93.74
14,6,2023,2,,190,4.629996,2133.6,8,3,1009.6189,14,14,,0,100
14,6,2023,3,,200,5.658884,2133.6,8,3,1009.6189,14,14,,0,100
14,6,2023,4,,210,4.629996,2133.6,8,3,1009.6189,14,14,,0,100
14,6,2023,5,,200,5.916106,2133.6,8,3,1009.622493,14,14,,0,100
14,6,2023,6,,210,4.629996,2133.6,8,3,1009.622493,14,14,,0,100
14,6,2023,7,,200,5.658884,2133.6,8,6,1009.622493,15,15,,0,100
14,6,2023,8,,200,6.173328,2133.6,8,6,1009.626086,15,15,,0,100
14,6,2023,9,,200,6.687772,609.6,8,8,1009.626086,15,15,,0,100
14,6,2023,10,,190,4.629996,1066.8,6,6,1009.626086,15,15,,0,100
14,6,2023,11,,180,5.658884,914.4,8,6,1009.622493,16,15,,0,93.79
14,6,2023,12,,200,4.115552,1219.2,8,8,1009.622493,16,15,,0,93.79
14,6,2023,13,,190,5.14444,1371.6,8,6,1009.6189,16,16,,0,100
14,6,2023,14,,200,5.830365333,1524,8,6,1009.620097,16,16,,0,100
14,6,2023,15,,200,5.14444,1524,8,6,1009.622493,16,16,,0,100
14,6,2023,16,,200,5.658884,1524,8,6,1009.626086,16,16,,0,100
14,6,2023,17,,190,6.173328,1524,8,6,1009.62968,16,16,,0,100
14,6,2023,18,,200,6.173328,365.76,8,8,1009.62968,16,16,,0,100
14,6,2023,19,,190,3.601108,518.16,8,6,1009.626086,16,16,,0,100
14,6,2023,20,,170,4.115552,579.12,8,6,1009.626086,16,16,,0,100
14,6,2023,21,,190,5.14444,2133.6,8,6,1009.626086,16,16,,0,100
14,6,2023,22,,190,4.115552,2133.6,8,6,1009.626086,16,16,,0,100
14,6,2023,23,,200,3.601108,579.12,8,8,1009.622493,16,16,,0,100
15,6,2023,0,,190,3.086664,914.4,8,6,1009.626086,16,16,,0,100
15,6,2023,1,,200,5.658884,609.6,8,6,1009.622493,16,16,,0,100
15,6,2023,2,,180,3.601108,762,8,6,1009.626086,16,16,,0,100
15,6,2023,3,,190,4.629996,609.6,8,8,1009.626086,16,16,,0,100
15,6,2023,4,,160,3.086664,609.6,8,6,1009.62968,17,17,,0,100
15,6,2023,5,,140,4.115552,548.64,8,8,1009.633274,18,18,,0,100
15,6,2023,6,,130,4.629996,1219.2,8,6,1009.633274,18,18,,0,100
15,6,2023,7,,130,4.115552,1219.2,8,6,1009.636867,17,17,,0,100
15,6,2023,8,,130,5.14444,1828.8,8,6,1009.640461,17,17,,0,100
15,6,2023,9,,130,5.658884,1828.8,8,6,1009.640461,18,18,,0,100
15,6,2023,10,,150,5.14444,1219.2,8,6,1009.636867,18,18,,0,100
15,6,2023,11,,140,5.658884,1097.28,8,6,1009.640461,18,18,,0,100
15,6,2023,12,,150,4.115552,274.32,8,8,1009.640461,18,18,,0,100
15,6,2023,13,,195,5.658884,335.28,8,8,1009.642257,18,18,,0,100
15,6,2023,14,,210,5.401662,640.08,8,6,1009.645851,18,18,,0,100
15,6,2023,15,,185,4.372774,685.8,8,6,1009.649444,18,18,,0,100
15,6,2023,16,,105,9.517214,411.48,8,8,1009.662022,20.5,20.5,,0,100
15,6,2023,17,,80,5.658884,274.32,8,8,1009.662022,21,21,,0,100
15,6,2023,18,,70,5.14444,335.28,8,8,1009.665616,21,21,,0,100
15,6,2023,19,,30,3.601108,335.28,8,8,1009.669209,21,21,,0,100
15,6,2023,20,,350,3.601108,609.6,6,6,1009.669209,21,20,,0,94.01
15,6,2023,21,,10,4.115552,457.2,6,6,1009.665616,20,20,,0,100
15,6,2023,22,,190,6.173328,335.28,6,6,1009.665616,20,20,,0,100
15,6,2023,23,,360,6.687772,1524,6,6,1009.669209,18,18,,0,100
16,6,2023,0,,350,7.202216,1828.8,3,3,1009.669209,19,18,,0,93.92
16,6,2023,1,,340,6.687772,1188.72,3,3,1009.665616,19,16,,0,82.74
16,6,2023,2,,330,3.601108,457.2,1,1,1009.665616,18,15,,0,82.62
16,6,2023,3,,330,5.14444,,,,1009.665616,18,14,,0,77.45
16,6,2023,4,,320,5.14444,,,,1009.665616,18,13,,0,72.56
16,6,2023,5,,310,6.687772,,,,1009.669209,18,12,,0,67.95
16,6,2023,6,,320,7.71666,,,,1009.669209,18,12,,0,67.95
16,6,2023,7,,130,9.259992,,,,1009.675199,18,12,,0,67.95
16,6,2023,8,,320,7.71666,,,,1009.671605,18,12,,0,67.95
16,6,2023,9,,310,7.71666,,,,1009.671605,18,12,,0,67.95
16,6,2023,10,,340,4.115552,944.88,1,1,1009.669209,18,12,,0,67.95
16,6,2023,11,,320,7.71666,822.96,1,1,1009.669209,19,12,,0,63.82
16,6,2023,12,,305,11.060546,868.68,1,1,1009.669209,20,12,,0,59.97
16,6,2023,13,,310,12.346656,914.4,1,1,1009.669209,21,13,,0,60.21
16,6,2023,14,,310,13.889988,914.4,1,1,1009.669209,22,13,,0,56.63
16,6,2023,15,,290,8.745548,1066.8,1,1,1009.669209,23,13,,0,53.29
16,6,2023,16,,300,11.317768,1066.8,1,1,1009.669209,23,13,,0,53.29
16,6,2023,17,,290,9.774436,1066.8,1,1,1009.671605,24,14,,0,53.55
16,6,2023,18,,290,6.687772,,,,1009.669209,23,14,,0,56.88
16,6,2023,19,,280,5.14444,,,,1009.665616,24,14,,0,53.55
16,6,2023,20,,250,2.57222,,,,1009.662022,22,14,,0,60.44
16,6,2023,21,,240,2.057776,,,,1009.658428,21,14,,0,64.26
16,6,2023,22,,200,2.57222,,,,1009.654835,20,12,,0,59.97
16,6,2023,23,,220,1.543332,,,,1009.651241,19,12,,0,63.82
17,6,2023,0,,190,2.057776,,,,1009.651241,17,12,,0,72.38
17,6,2023,1,,,1.028888,,,,1009.647648,18,13,,0,72.56
17,6,2023,2,,90,2.057776,,,,1009.647648,15,13,,0,87.83
17,6,2023,3,,320,1.543332,,,,1009.644054,15,13,,0,87.83
17,6,2023,4,,300,1.028888,,,,1009.644054,16,12,,0,77.14
17,6,2023,5,,200,1.028888,,,,1009.644054,13,13,,0,100
17,6,2023,6,,320,2.057776,,,,1009.644054,14,14,,0,100
17,6,2023,7,,110,1.543332,,,,1009.640461,14,13,,0,93.69
17,6,2023,8,,280,1.543332,,,,1009.640461,13,12,,0,93.65
17,6,2023,9,,230,1.543332,,,,1009.636867,13,12,,0,93.65
17,6,2023,10,,240,1.543332,,,,1009.636867,12,12,,0,100
17,6,2023,11,,,1.028888,,,,1009.633274,13,13,,0,100
17,6,2023,12,,,1.028888,,,,1009.633274,17,12,,0,72.38
17,6,2023,13,,,1.028888,,,,1009.62968,19,12,,0,63.82
17,6,2023,14,,320,1.543332,1219.2,1,1,1009.62968,19,10,,0,55.88
17,6,2023,15,,,1.028888,1219.2,1,1,1009.633274,20,10,,0,52.51
17,6,2023,16,,,1.543332,,,,1009.636867,21,13,,0,60.21
17,6,2023,17,,120,3.086664,1219.2,1,1,1009.640461,20,12,,0,59.97
17,6,2023,18,,150,4.629996,914.4,1,1,1009.640461,20,13,,0,64.04
17,6,2023,19,,150,5.658884,914.4,1,1,1009.636867,19,13,,0,68.15
17,6,2023,20,,150,4.629996,335.28,1,1,1009.636867,18,13,,0,72.56
17,6,2023,21,,160,3.086664,335.28,1,1,1009.633274,17,13,,0,77.29
17,6,2023,22,,160,3.086664,762,6,6,1009.62968,17,12,,0,72.38
17,6,2023,23,,140,3.086664,914.4,6,6,1009.62968,16,11,,0,72.2
18,6,2023,0,,150,2.57222,1828.8,6,6,1009.62968,16,11,,0,72.2
18,6,2023,1,,170,3.601108,1097.28,6,6,1009.62968,16,10,,0,67.54
18,6,2023,2,,150,3.086664,1828.8,8,8,1009.626086,16,10,,0,67.54
18,6,2023,3,,160,3.086664,1828.8,8,8,1009.62968,16,9,,0,63.15
18,6,2023,4,,180,2.057776,1828.8,8,8,1009.62968,15,9,,0,67.33
18,6,2023,5,,,1.028888,1828.8,6,6,1009.62968,15,8,,0,62.92
18,6,2023,6,,,0.514444,1219.2,8,8,1009.62968,14,10,,0,76.82
18,6,2023,7,,250,2.57222,1097.28,3,3,1009.62968,14,12,,0,87.74
18,6,2023,8,,260,3.086664,1097.28,3,3,1009.62968,13,11,,0,87.65
18,6,2023,9,,260,2.057776,1097.28,3,3,1009.626086,13,11,,0,87.65
18,6,2023,10,,280,2.057776,1097.28,1,1,1009.626086,12,11,,0,93.6
18,6,2023,11,,290,2.057776,1158.24,1,1,1009.622493,12,12,,0,100
18,6,2023,12,,330,2.057776,,,,1009.6189,14,10,,0,76.82
18,6,2023,13,,190,3.086664,,,,1009.6189,16,7,,0,55.12
18,6,2023,14,,190,5.658884,,,,1009.6189,17,4,,0,42
18,6,2023,15,,190,3.601108,,,,1009.622493,18,5,,0,42.28
18,6,2023,16,,200,3.086664,,,,1009.626086,18,5,,0,42.28
18,6,2023,17,,180,2.57222,1158.24,1,1,1009.626086,18,5,,0,42.28
18,6,2023,18,,140,4.115552,,,,1009.62968,18,6,,0,45.32
18,6,2023,19,,130,3.601108,,,,1009.626086,17,6,,0,48.28
18,6,2023,20,,130,3.601108,,,,1009.626086,16,6,,0,51.45
18,6,2023,21,,150,2.057776,,,,1009.622493,14,8,,0,67.12
18,6,2023,22,,120,1.543332,,,,1009.6189,12,7,,0,71.45
18,6,2023,23,,120,0.514444,,,,1009.6189,11,9,,0,87.47
19,6,2023,0,,180,1.543332,,,,1009.6189,11,10,,0,93.55
19,6,2023,1,,240,2.57222,,,,1009.615306,12,11,,0,93.6
19,6,2023,2,,270,2.57222,,,,1009.615306,12,11,,0,93.6
19,6,2023,3,,270,3.086664,,,,1009.615306,12,11,,0,93.6
19,6,2023,4,,270,3.601108,,,,1009.615306,11,10,,0,93.55
19,6,2023,5,,280,3.086664,,,,1009.615306,11,9,,0,87.47
19,6,2023,6,,280,3.601108,,,,1009.6189,11,10,,0,93.55
19,6,2023,7,,300,3.086664,,,,1009.6189,10,9,,0,93.5
19,6,2023,8,,290,3.086664,,,,1009.6189,10,9,,0,93.5
19,6,2023,9,,300,1.543332,,,,1009.615306,10,9,,0,93.5
19,6,2023,10,,280,1.543332,,,,1009.615306,9,9,,0,100
19,6,2023,11,,0,0,,,,1009.611713,10,10,,0,100
19,6,2023,12,,310,2.057776,,,,1009.611713,13,10,,0,81.99
19,6,2023,13,,320,2.57222,,,,1009.611713,15,10,,0,72.01
19,6,2023,14,,310,2.57222,,,,1009.611713,17,10,,0,63.38
19,6,2023,15,,330,4.115552,,,,1009.615306,18,10,,0,59.5
19,6,2023,16,,350,5.658884,,,,1009.615306,18,10,,0,59.5
19,6,2023,17,,350,6.173328,1249.68,1,1,1009.6189,19,10,,0,55.88
19,6,2023,18,,350,5.658884,,,,1009.622493,19,9,,0,52.25
19,6,2023,19,,350,5.14444,,,,1009.622493,19,9,,0,52.25
19,6,2023,20,,10,4.629996,,,,1009.622493,18,11,,0,63.6
19,6,2023,21,,10,3.601108,,,,1009.622493,17,11,,0,67.75
19,6,2023,22,,20,3.086664,,,,1009.622493,16,11,,0,72.2
19,6,2023,23,,340,3.086664,,,,1009.6189,15,12,,0,82.25
20,6,2023,0,,340,3.086664,,,,1009.615306,15,12,,0,82.25
20,6,2023,1,,310,2.57222,1219.2,6,6,1009.6189,15,12,,0,82.25
20,6,2023,2,,,1.028888,1219.2,6,6,1009.6189,15,12,,0,82.25
20,6,2023,3,,320,3.086664,1219.2,6,6,1009.6189,16,12,,0,77.14
20,6,2023,4,,320,3.086664,1219.2,6,6,1009.6189,16,11,,0,72.2
20,6,2023,5,,330,3.086664,1219.2,6,6,1009.6189,16,12,,0,77.14
20,6,2023,6,,350,2.057776,1219.2,6,6,1009.622493,16,12,,0,77.14
20,6,2023,7,,300,5.658884,1219.2,6,6,1009.622493,16,12,,0,77.14
20,6,2023,8,,300,5.14444,1219.2,6,6,1009.626086,16,12,,0,77.14
20,6,2023,9,,310,5.658884,1219.2,3,3,1009.626086,16,12,,0,77.14
20,6,2023,10,,310,5.658884,1219.2,1,1,1009.626086,15,12,,0,82.25
20,6,2023,11,,310,5.658884,,,,1009.626086,15,12,,0,82.25
20,6,2023,12,,320,5.658884,,,,1009.622493,17,12,,0,72.38
20,6,2023,13,,320,6.173328,,,,1009.622493,18,11,,0,63.6
20,6,2023,14,,330,4.629996,,,,1009.626086,20,11,,0,56.13
20,6,2023,15,,340,6.687772,,,,1009.626086,21,12,,0,56.38
20,6,2023,16,,350,7.71666,,,,1009.633274,21,11,,0,52.77
20,6,2023,17,,350,7.202216,,,,1009.633274,21,12,,0,56.38
20,6,2023,18,,350,5.14444,,,,1009.636867,21,12,,0,56.38
20,6,2023,19,,360,4.629996,,,,1009.636867,21,13,,0,60.21
20,6,2023,20,,10,4.115552,,,,1009.640461,20,13,,0,64.04
20,6,2023,21,,360,4.115552,,,,1009.636867,18,14,,0,77.45
20,6,2023,22,,360,4.115552,,,,1009.636867,18,14,,0,77.45
20,6,2023,23,,330,3.086664,,,,1009.636867,17,15,,0,88
21,6,2023,0,,280,3.086664,,,,1009.633274,16,14,,0,87.92
21,6,2023,1,,290,3.601108,,,,1009.633274,16,14,,0,87.92
21,6,2023,2,,290,3.601108,,,,1009.633274,15,14,,0,93.74
21,6,2023,3,,300,4.115552,,,,1009.633274,15,13,,0,87.83
21,6,2023,4,,310,3.601108,,,,1009.633274,15,13,,0,87.83
21,6,2023,5,,310,5.14444,762,6,6,1009.636867,16,14,,0,87.92
21,6,2023,6,,290,4.629996,792.48,6,6,1009.636867,16,14,,0,87.92
21,6,2023,7,,330,2.57222,792.48,6,6,1009.640461,15,14,,0,93.74
21,6,2023,8,,310,4.629996,914.4,6,6,1009.640461,15,13,,0,87.83
21,6,2023,9,,330,3.086664,1005.84,6,6,1009.640461,15,13,,0,87.83
21,6,2023,10,,310,3.601108,1066.8,6,6,1009.640461,16,14,,0,87.92
21,6,2023,11,,320,5.14444,1097.28,3,3,1009.636867,16,14,,0,87.92
21,6,2023,12,,340,4.629996,914.4,3,3,1009.636867,18,15,,0,82.62
21,6,2023,13,,340,4.115552,1005.84,3,3,1009.636867,19,15,,0,77.6
21,6,2023,14,,350,4.115552,792.48,3,3,1009.636867,20,16,,0,77.75
21,6,2023,15,,340,4.629996,1097.28,6,6,1009.640461,21,16,,0,73.09
21,6,2023,16,,340,5.14444,1097.28,6,6,1009.644054,22,16,,0,68.75
21,6,2023,17,,340,4.629996,914.4,6,6,1009.644054,22,17,,0,73.27
21,6,2023,18,,350,6.173328,1066.8,1,1,1009.647648,23,17,,0,68.94
21,6,2023,19,,360,4.115552,1066.8,1,1,1009.647648,21,17,,0,77.9
21,6,2023,20,,350,3.601108,1066.8,1,1,1009.647648,21,17,,0,77.9
21,6,2023,21,,10,3.601108,1066.8,1,1,1009.647648,20,17,,0,82.86
21,6,2023,22,,340,4.629996,3048,6,6,1009.647648,20,18,,0,88.26
21,6,2023,23,,340,2.57222,3048,6,6,1009.647648,19,18,,0,93.92
22,6,2023,0,,330,2.57222,3048,6,6,1009.647648,19,18,,0,93.92
22,6,2023,1,,310,3.086664,731.52,8,8,1009.644054,19,18,,0,93.92
22,6,2023,2,,340,2.57222,1005.84,8,8,1009.647648,19,18,,0,93.92
22,6,2023,3,,360,3.086664,,,,1009.647648,19,19,,0,100
22,6,2023,4,,360,1.543332,,,,1009.651241,19,19,,0,100
22,6,2023,5,,330,6.173328,,,,1009.651241,19,18,,0,93.92
22,6,2023,6,,330,5.658884,,,,1009.651241,18,18,,0,100
22,6,2023,7,,330,5.658884,,,,1009.654835,18,18,,0,100
22,6,2023,8,,340,5.14444,,,,1009.654835,19,18,,0,93.92
22,6,2023,9,,330,3.601108,,,,1009.651241,18,18,,0,100
22,6,2023,10,,340,1.543332,,,,1009.651241,18,18,,0,100
22,6,2023,11,,330,4.629996,,,,1009.651241,19,18,,0,93.92
22,6,2023,12,,320,3.601108,,,,1009.651241,19,19,,0,100
22,6,2023,13,,330,5.658884,,,,1009.647648,20,18,,0,88.26
22,6,2023,14,,320,5.658884,,,,1009.651241,21,18,,0,82.98
22,6,2023,15,,330,6.173328,,,,1009.654835,21,18,,0,82.98
22,6,2023,16,,330,5.14444,,,,1009.654835,22,19,,0,83.09
22,6,2023,17,,340,5.14444,,,,1009.658428,21,19,,0,88.34
22,6,2023,18,,340,5.14444,2438.4,6,6,1009.658428,22,19,,0,83.09
22,6,2023,19,,330,4.629996,2743.2,6,6,1009.658428,22,19,,0,83.09
22,6,2023,20,,330,4.629996,2438.4,8,8,1009.658428,21,19,,0,88.34
22,6,2023,21,,320,5.14444,2438.4,8,8,1009.658428,21,19,,0,88.34
22,6,2023,22,,330,4.115552,2438.4,8,8,1009.658428,21,19,,0,88.34
22,6,2023,23,,,1.543332,2133.6,6,6,1009.654835,21,19,,0,88.34
23,6,2023,0,,80,3.086664,2133.6,6,6,1009.654835,20,19,,0,93.97
23,6,2023,1,,65,2.314998,2133.6,6,3.5,1009.651241,20,18.5,,0,91.115
23,6,2023,2,,60,2.57222,2133.6,3.5,3.5,1009.653038,19,17,,0,88.18
23,6,2023,3,,60,2.57222,2438.4,6,6,1009.651241,19,18,,0,93.92
23,6,2023,4,,,1.028888,2438.4,6,3,1009.654835,18,18,,0,100
