,,26,0S,,50.0W,,UA_ID:,999,99  SF,_ID:,66666,OS_ID:,,VER,SION: 2,1112,CCVR_S,ub TEMP_,Sub,,,,,,,
23,4,28,118,4,-999,-9,-9,-9,-999,-999,-99999,0.2231,0.5,1,2.6,214,14,293.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,4,28,118,5,-999,-9,-9,-9,-999,-999,-99999,0.2594,0.5,1,1.5,235,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,4,28,118,6,-999,-9,-9,-9,-999,-999,-99999,0.3103,0.5,1,2.1,172,14,293.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,4,28,118,7,-999,-9,-9,-9,-999,-999,-99999,0.3147,0.5,1,0,0,14,293.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,4,28,118,8,-999,-9,-9,-9,-999,-999,-99999,0.2594,0.5,0.41,1,262,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,4,28,118,9,-999,-9,-9,-9,-999,-999,-99999,0.2594,0.5,0.25,1.5,268,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,4,28,118,10,-999,-9,-9,-9,-999,-999,-99999,0.2817,0.5,0.21,2.6,284,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,4,28,118,11,-999,-9,-9,-9,-999,-999,-99999,0.2817,0.5,0.19,3.1,288,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,4,28,118,12,-999,-9,-9,-9,-999,-999,-99999,0.2594,0.5,0.19,1.5,263,14,294.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,4,28,118,13,-999,-9,-9,-9,-999,-999,-99999,0.2231,0.5,0.19,2.6,197,14,296.1,2,0,0,61,1010,99,NAD-SFC,NoSubs
23,4,28,118,14,-999,-9,-9,-9,-999,-999,-99999,0.2231,0.5,0.19,2.6,197,14,297.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,4,28,118,15,107,0.42,-9,-9,-999,653,-62.4,0.282,0.5,0.2,3.6,125,14,297.1,2,0,0,61,1010,1,NAD-SFC,NoSubs
23,4,28,118,16,73.5,0.609,-9,-9,-999,1140,-276.8,0.282,0.5,0.22,5.7,124,14,298.1,2,0,0,61,1010,1,NAD-SFC,NoSubs
23,4,28,118,17,29.6,0.596,-9,-9,-999,1104,-642.8,0.282,0.5,0.29,5.7,119,14,298.1,2,0,0,61,1010,1,NAD-SFC,NoSubs
23,4,28,118,18,-45.9,0.554,-9,-9,-999,993,334,0.282,0.5,0.57,5.7,116,14,297.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,4,28,118,19,-58,0.545,-9,-9,-999,966,251.3,0.282,0.5,1,5.7,115,14,297.1,2,0,0,61,1010,1,NAD-SFC,NoSubs
23,4,28,118,20,-30.9,0.301,-9,-9,-999,456,79.1,0.282,0.5,1,3.6,127,14,295.1,2,0,0,69,1010,3,NAD-SFC,NoSubs
23,4,28,118,21,-22.5,0.255,-9,-9,-999,311,66.2,0.3103,0.5,1,3.1,150,14,295.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,4,28,118,22,-22.5,0.255,-9,-9,-999,309,66.2,0.3103,0.5,1,3.1,155,14,295.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,4,28,118,23,-4.1,0.079,-9,-9,-999,94,10.8,0.3103,0.5,1,1.5,161,14,295.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,4,28,118,24,-0.5,0.026,-9,-9,-999,21,3.6,0.3147,0.5,1,0.5,999,14,294.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,4,29,119,1,-1.6,0.048,-9,-9,-999,25,6.3,0.2231,0.5,1,1,180,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,4,29,119,2,-999,-9,-9,-9,-999,-999,-99999,0.3147,0.5,1,0,0,14,293.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,4,29,119,3,-999,-9,-9,-9,-999,-999,-99999,0.3147,0.5,1,0,0,14,292.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,4,29,119,4,-7.5,0.105,-9,-9,-999,82,14,0.2594,0.5,1,2.1,260,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,4,29,119,5,-999,-9,-9,-9,-999,-999,-99999,0.3147,0.5,1,0,0,14,292.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,4,29,119,6,-4,0.077,-9,-9,-999,51,10.3,0.2817,0.5,1,1.5,271,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,4,29,119,7,-0.4,0.026,-9,-9,-999,11,3.4,0.2817,0.5,1,0.5,279,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,4,29,119,8,5.5,0.171,0.211,0.005,62,170,-82.5,0.2817,0.5,0.41,1.5,277,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,4,29,119,9,45.6,-9,-9,-9,800,-999,-99999,0.3147,0.5,0.25,0,0,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,4,29,119,10,86.1,0.172,1.348,0.005,1026,171,-5.3,0.3147,0.5,0.21,1,999,14,291.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,4,29,119,11,115.9,0.226,1.528,0.005,1111,258,-8.9,0.2817,0.5,0.19,1.5,276,14,294.1,2,0,0,88,1010,1,NAD-SFC,Sub_CC
23,4,29,119,12,132.4,0.288,1.638,0.005,1197,370,-16.2,0.2817,0.5,0.19,2.1,304,14,294.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,4,29,119,13,136.8,0.288,1.694,0.005,1283,371,-15.7,0.2817,0.5,0.19,2.1,310,14,296.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,4,29,119,14,128,0.351,1.693,0.005,1368,500,-30.6,0.357,0.5,0.19,2.6,319,14,297.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,4,29,119,15,106.2,0.543,1.617,0.005,1437,961,-136,0.357,0.5,0.2,4.6,350,14,297.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,4,29,119,16,68.3,0.583,1.41,0.005,1480,1066,-260.9,0.357,0.5,0.22,5.1,353,14,297.1,2,0,0,65,1010,6,NAD-SFC,NoSubs
23,4,29,119,17,30.6,0.587,1.084,0.005,1500,1080,-596.6,0.5637,0.5,0.3,4.6,2,14,298.1,2,0,0,61,1010,6,NAD-SFC,NoSubs
23,4,29,119,18,-31.2,0.548,-9,-9,-999,976,474.9,0.5637,0.5,0.58,4.6,25,14,298.1,2,0,0,61,1010,6,NAD-SFC,NoSubs
23,4,29,119,19,-46.8,0.533,-9,-9,-999,935,291.6,0.5637,0.5,1,4.6,4,14,297.1,2,0,0,65,1010,6,NAD-SFC,NoSubs
23,4,29,119,20,-31.2,0.305,-9,-9,-999,455,82,0.5637,0.5,1,3.1,21,14,297.1,2,0,0,69,1010,3,NAD-SFC,NoSubs
23,4,29,119,21,-20.4,0.199,-9,-9,-999,224,34.9,0.5637,0.5,1,2.6,7,14,296.1,2,0,0,73,1010,3,NAD-SFC,NoSubs
23,4,29,119,22,-4,0.074,-9,-9,-999,64,9.1,0.2401,0.5,1,1.5,67,14,295.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,4,29,119,23,-5.3,0.093,-9,-9,-999,68,13.9,0.5637,0.5,1,1.5,7,14,295.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,4,29,119,24,-1.7,0.051,-9,-9,-999,28,6.9,0.2817,0.5,1,1,300,14,294.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,4,30,120,1,-1.8,0.053,-9,-9,-999,29,7.2,0.3147,0.5,1,1,999,14,294.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,4,30,120,2,-8.5,0.114,-9,-9,-999,93,16,0.357,0.5,1,2.1,339,14,295.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,4,30,120,3,-1.9,0.055,-9,-9,-999,31,7.6,0.357,0.5,1,1,347,14,295.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,4,30,120,4,-15.8,0.179,-9,-9,-999,181,32.6,0.357,0.5,1,2.6,338,14,295.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,4,30,120,5,-15.8,0.178,-9,-9,-999,180,32.2,0.357,0.5,1,2.6,349,14,294.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,4,30,120,6,-3.9,0.077,-9,-9,-999,57,10.3,0.2817,0.5,1,1.5,312,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,4,30,120,7,-4.7,0.082,-9,-9,-999,56,10.5,0.357,0.5,1,1.5,317,14,293.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,4,30,120,8,-0.3,0.161,-9,-9,-999,156,1411.7,0.357,0.5,0.41,1.5,333,14,292.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,4,30,120,9,45.7,0.373,0.819,0.005,432,546,-102,0.357,0.5,0.25,3.1,318,14,292.1,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,4,30,120,10,86.1,0.34,1.235,0.005,789,477,-41.1,0.357,0.5,0.21,2.6,334,14,293.1,2,0,0,100,1010,1,NAD-SFC,Sub_CC
23,4,30,120,11,115.2,0.398,1.486,0.005,1026,601,-49.1,0.357,0.5,0.19,3.1,337,14,294.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,4,30,120,12,132,0.352,1.653,0.007,1234,504,-29.9,0.357,0.5,0.19,2.6,328,14,295.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,4,30,120,13,136.3,0.452,1.751,0.007,1421,729,-61,0.357,0.5,0.19,3.6,349,14,297.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,4,30,120,14,129,0.599,1.756,0.007,1515,1111,-149.8,0.357,0.5,0.19,5.1,347,14,298.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,4,30,120,15,107.8,0.654,1.663,0.007,1538,1268,-233.9,0.357,0.5,0.2,5.7,353,14,299.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,4,30,120,16,74.4,0.646,1.473,0.007,1550,1247,-326.4,0.357,0.5,0.22,5.7,338,14,299.1,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,4,30,120,17,31.5,0.633,1.108,0.007,1554,1210,-725.6,0.357,0.5,0.3,5.7,348,14,300.1,2,0,0,62,1010,3,NAD-SFC,NoSubs
23,4,30,120,18,-62.2,0.811,-9,-9,-999,1750,773.9,0.5637,0.5,0.58,6.7,12,14,299.1,2,0,0,61,1010,3,NAD-SFC,NoSubs
23,4,30,120,19,-64,0.744,-9,-9,-999,1550,579.7,0.5637,0.5,1,6.2,12,14,299.1,2,0,0,61,1010,3,NAD-SFC,NoSubs
23,4,30,120,20,-64,0.676,-9,-9,-999,1343,434.5,0.5637,0.5,1,5.7,2,14,298.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,4,30,120,21,-63,0.592,-9,-9,-999,1102,296,0.5637,0.5,1,5.1,15,14,297.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,4,30,120,22,-48.4,0.454,-9,-9,-999,752,173.4,0.5637,0.5,1,4.1,15,14,296.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,4,30,120,23,-45.3,0.458,-9,-9,-999,745,191.6,0.5637,0.5,1,4.1,13,14,296.1,2,0,0,89,1010,4,NAD-SFC,Sub_CC
23,4,30,120,24,-23.6,0.269,-9,-9,-999,365,73.8,0.357,0.5,1,3.1,359,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,5,1,121,1,-8.5,0.114,-9,-9,-999,121,16,0.357,0.5,1,2.1,350,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,1,121,2,-29.8,0.337,-9,-9,-999,469,115.7,0.357,0.5,1,3.6,322,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,1,121,3,-8.5,0.114,-9,-9,-999,158,16,0.357,0.5,1,2.1,324,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,1,121,4,-9.1,0.114,-9,-9,-999,93,14.8,0.357,0.5,1,2.1,335,14,295.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,1,121,5,-8.3,0.108,-9,-9,-999,85,13.5,0.2817,0.5,1,2.1,301,14,295.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,1,121,6,-14,0.142,-9,-9,-999,128,18.3,0.357,0.5,1,2.6,335,14,294.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,1,121,7,-23.4,0.227,-9,-9,-999,259,44.9,0.2817,0.5,1,3.1,306,14,294.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,1,121,8,2.9,0.342,0.186,0.005,80,480,-1247.4,0.357,0.5,0.42,3.1,331,14,294.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,1,121,9,48.2,0.424,0.747,0.005,312,662,-142.4,0.357,0.5,0.25,3.6,344,14,294.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,1,121,10,85.7,0.487,1.062,0.005,504,815,-121.5,0.357,0.5,0.21,4.1,322,14,294.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,5,1,121,11,-999,-9,-9,-9,505,-999,-99999,0.357,0.5,0.19,4.1,331,14,295.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,5,1,121,12,-999,-9,-9,-9,506,-999,-99999,0.357,0.5,0.19,5.1,338,14,296.1,2,0,0,89,1010,99,NAD-SFC,NoSubs
23,5,1,121,13,-999,-9,-9,-9,506,-999,-99999,0.357,0.5,0.19,5.7,353,14,297.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,5,1,121,14,-999,-9,-9,-9,508,-999,-99999,0.357,0.5,0.19,5.1,352,14,299.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,5,1,121,15,-999,-9,-9,-9,509,-999,-99999,0.5637,0.5,0.2,4.1,2,14,300.1,2,0,0,62,1010,99,NAD-SFC,NoSubs
23,5,1,121,16,-999,-9,-9,-9,509,-999,-99999,0.357,0.5,0.22,2.1,360,14,300.1,2,0,0,58,1010,99,NAD-SFC,NoSubs
23,5,1,121,17,28.6,0.265,0.763,0.005,560,327,-58.5,0.357,0.5,0.3,2.1,336,14,301.1,2,0,0,55,1010,1,NAD-SFC,NoSubs
23,5,1,121,18,-36.8,0.432,-9,-9,-999,681,197.4,0.282,0.5,0.59,4.6,131,14,301.1,2,0,0,55,1010,1,NAD-SFC,NoSubs
23,5,1,121,19,-38.2,0.362,-9,-9,-999,526,112,0.282,0.5,1,4.1,121,14,300.1,2,0,0,58,1010,1,NAD-SFC,NoSubs
23,5,1,121,20,-31.5,0.298,-9,-9,-999,393,75.7,0.282,0.5,1,3.6,120,14,299.1,2,0,0,61,1010,1,NAD-SFC,NoSubs
23,5,1,121,21,-24.7,0.232,-9,-9,-999,270,45.5,0.3103,0.5,1,3.1,148,14,297.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,5,1,121,22,-999,-9,-9,-9,-999,-999,-99999,0.3103,0.5,1,1.5,160,14,296.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,5,1,121,23,-999,-9,-9,-9,-999,-999,-99999,0.2231,0.5,1,1.5,207,14,293.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,5,1,121,24,-999,-9,-9,-9,-999,-999,-99999,0.2231,0.5,1,2.1,180,14,296.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,5,2,122,1,-999,-9,-9,-9,-999,-999,-99999,0.3103,0.5,1,2.1,172,14,296.1,2,0,0,73,1010,99,NAD-SFC,NoSubs
23,5,2,122,2,-999,-9,-9,-9,-999,-999,-99999,0.3147,0.5,1,0,0,14,295.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,5,2,122,3,-999,-9,-9,-9,-999,-999,-99999,0.2817,0.5,1,3.1,288,14,294.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,5,2,122,4,-999,-9,-9,-9,-999,-999,-99999,0.2817,0.5,1,2.1,298,14,293.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,5,2,122,5,-0.4,0.024,-9,-9,-999,9,3.2,0.2231,0.5,1,0.5,194,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,2,122,6,-3.9,0.072,-9,-9,-999,47,8.8,0.2231,0.5,1,1.5,216,14,291.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,2,122,7,-2,0.053,-9,-9,-999,29,6.7,0.3147,0.5,1,1,999,14,292.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,2,122,8,1.8,0.162,0.093,0.005,16,156,-211.2,0.2817,0.5,0.42,1.5,276,14,292.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,2,122,9,44.5,0.204,0.592,0.005,167,221,-17.1,0.2817,0.5,0.25,1.5,313,14,292.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,5,2,122,10,84.1,0.27,1.082,0.005,543,336,-21,0.2594,0.5,0.21,2.1,254,14,291.1,2,0,0,100,1010,1,NAD-SFC,Sub_CC
23,5,2,122,11,113.4,0.329,1.368,0.005,813,453,-28.4,0.2817,0.5,0.19,2.6,272,14,293.1,2,0,0,100,1010,1,NAD-SFC,Sub_CC
23,5,2,122,12,130.1,0.287,1.456,0.005,855,370,-16.4,0.2817,0.5,0.19,2.1,296,14,294.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,5,2,122,13,134.8,0.288,1.488,0.005,882,370,-15.9,0.2817,0.5,0.19,2.1,306,14,297.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,5,2,122,14,126,0.302,1.625,0.005,1229,398,-19.7,0.357,0.5,0.19,2.1,342,14,298.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,5,2,122,15,104.5,0.296,1.629,0.011,1491,387,-22.4,0.357,0.5,0.2,2.1,336,14,299.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,5,2,122,16,71.1,0.383,1.476,0.014,1633,569,-71.3,0.357,0.5,0.22,3.1,360,14,300.1,2,0,0,58,1010,1,NAD-SFC,NoSubs
23,5,2,122,17,27.4,0.296,1.085,0.014,1682,391,-85.5,0.5637,0.5,0.3,2.1,25,14,300.1,2,0,0,58,1010,1,NAD-SFC,NoSubs
23,5,2,122,18,-43.1,0.486,-9,-9,-999,813,240.2,0.282,0.5,0.6,5.1,111,14,299.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,5,2,122,19,-50.9,0.478,-9,-9,-999,794,193.4,0.282,0.5,1,5.1,124,14,297.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,5,2,122,20,-44.9,0.421,-9,-9,-999,658,149.2,0.282,0.5,1,4.6,108,14,296.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,5,2,122,21,-23.7,0.221,-9,-9,-999,286,41,0.282,0.5,1,3.1,116,14,295.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,5,2,122,22,-23.7,0.221,-9,-9,-999,250,41,0.282,0.5,1,3.1,116,14,295.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,5,2,122,23,-22.5,0.255,-9,-9,-999,309,66.2,0.3103,0.5,1,3.1,144,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,2,122,24,-1.9,0.051,-9,-9,-999,113,6.4,0.282,0.5,1,1,108,14,295.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,3,123,1,-0.4,0.025,-9,-9,-999,31,3.3,0.2401,0.5,1,0.5,81,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,3,123,2,-1.8,0.053,-9,-9,-999,29,7.2,0.3147,0.5,1,1,999,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,3,123,3,-999,-9,-9,-9,-999,-999,-99999,0.3147,0.5,1,0,0,14,295.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,3,123,4,-4.7,0.082,-9,-9,-999,56,10.6,0.357,0.5,1,1.5,331,14,295.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,3,123,5,-4.7,0.082,-9,-9,-999,56,10.6,0.357,0.5,1,1.5,318,14,295.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,5,3,123,6,-999,-9,-9,-9,-999,-999,-99999,0.2817,0.5,1,2.1,271,14,295.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,5,3,123,7,-999,-9,-9,-9,-999,-999,-99999,0.2817,0.5,1,2.6,297,14,295.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,5,3,123,8,-999,-9,-9,-9,-999,-999,-99999,0.2817,0.5,0.42,1.5,290,14,295.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,5,3,123,9,-999,-9,-9,-9,-999,-999,-99999,0.5637,0.5,0.26,2.6,31,14,294.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,5,3,123,10,-999,-9,-9,-9,-999,-999,-99999,0.2231,0.5,0.21,1.5,182,14,293.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,5,3,123,11,113.4,0.117,-9,-9,-999,96,-1.3,0.3147,0.5,0.19,0.5,999,14,295.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,5,3,123,12,130.4,0.181,-9,-9,-999,185,-4.1,0.3147,0.5,0.19,1,999,14,297.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,5,3,123,13,135.7,0.382,-9,-9,-999,566,-36.9,0.282,0.5,0.19,3.1,116,14,298.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,5,3,123,14,126.6,0.518,-9,-9,-999,894,-98.9,0.282,0.5,0.19,4.6,107,14,298.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,5,3,123,15,105.4,0.513,-9,-9,-999,882,-115.2,0.282,0.5,0.2,4.6,104,14,299.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,5,3,123,16,71.6,0.503,-9,-9,-999,858,-160.5,0.282,0.5,0.22,4.6,116,14,298.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,5,3,123,17,28.9,0.391,-9,-9,-999,597,-186.5,0.282,0.5,0.3,3.6,108,14,299.1,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,5,3,123,18,-36.2,0.433,-9,-9,-999,683,201.4,0.282,0.5,0.6,4.6,111,14,298.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,5,3,123,19,-37.1,0.364,-9,-9,-999,531,117.4,0.282,0.5,1,4.1,106,14,298.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,5,3,123,20,-37.8,0.431,-9,-9,-999,678,190.4,0.282,0.5,1,4.6,106,14,297.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,5,3,123,21,-32.8,0.373,-9,-9,-999,549,142.3,0.282,0.5,1,4.1,108,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,5,3,123,22,-7.7,0.108,-9,-9,-999,198,14.6,0.282,0.5,1,2.1,101,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,5,3,123,23,-1.8,0.053,-9,-9,-999,54,7.2,0.3147,0.5,1,1,999,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,5,3,123,24,-0.5,0.026,-9,-9,-999,12,3.6,0.3147,0.5,1,0.5,999,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,1,-2,0.053,-9,-9,-999,29,6.7,0.3147,0.5,1,1,999,14,296.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,5,4,124,2,-1.7,0.048,-9,-9,-999,25,6,0.2231,0.5,1,1,200,14,295.6,2,0,0,97,1010,4,NAD-SFC,NoSubs
23,5,4,124,3,-7.1,0.101,-9,-9,-999,78,13.3,0.2231,0.5,1,2.1,207,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,4,-7.7,0.108,-9,-9,-999,85,14.5,0.282,0.5,1,2.1,124,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,5,-7.5,0.105,-9,-9,-999,82,14.1,0.2594,0.5,1,2.1,252,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,6,-7.7,0.108,-9,-9,-999,85,14.5,0.2817,0.5,1,2.1,287,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,7,-52.3,0.59,-9,-9,-999,1086,353.2,0.357,0.5,1,5.7,336,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,8,4.5,0.373,0.213,0.005,77,593,-1038,0.2817,0.5,0.43,3.6,299,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,9,43.6,0.542,0.714,0.005,300,956,-328.5,0.2817,0.5,0.26,5.1,299,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,10,78.4,0.756,1.03,0.005,501,1576,-496.4,0.2817,0.5,0.21,7.2,304,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,11,103.3,0.664,1.249,0.008,681,1313,-255.6,0.2817,0.5,0.19,6.2,304,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,5,4,124,12,117.8,0.563,1.394,0.005,829,1027,-136.5,0.2817,0.5,0.19,5.1,306,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,5,4,124,13,121.6,0.547,1.467,0.005,936,971,-121,0.357,0.5,0.19,4.6,318,14,298.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,5,4,124,14,113.6,0.595,1.491,0.007,1052,1100,-167,0.357,0.5,0.19,5.1,345,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,5,4,124,15,71.7,0.533,1.306,0.007,1121,939,-190.3,0.357,0.5,0.2,4.6,351,14,299.1,2,0,0,84,1010,8,NAD-SFC,NoSubs
23,5,4,124,16,49.7,0.161,1.171,0.008,1165,383,-7.5,0.3147,0.5,0.22,1,999,14,299.1,2,0,0,79,1010,8,NAD-SFC,NoSubs
23,5,4,124,17,21.4,0.321,0.89,0.008,1184,437,-139.3,0.2231,0.5,0.31,3.1,191,14,299.1,2,0,0,84,1010,8,NAD-SFC,NoSubs
23,5,4,124,18,-18,0.267,-9,-9,-999,333,95.6,0.282,0.5,0.61,3.1,108,14,299.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,5,4,124,19,-42.6,0.487,-9,-9,-999,815,243.9,0.282,0.5,1,5.1,108,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,5,4,124,20,-21.6,0.247,-9,-9,-999,353,62.9,0.282,0.5,1,3.1,130,14,298.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,5,4,124,21,-27.5,0.313,-9,-9,-999,420,100.5,0.282,0.5,1,3.6,127,14,297.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,5,4,124,22,-21.7,0.247,-9,-9,-999,296,62.5,0.282,0.5,1,3.1,121,14,297.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,5,4,124,23,-7.7,0.108,-9,-9,-999,100,14.6,0.282,0.5,1,2.1,108,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,5,4,124,24,-14.4,0.164,-9,-9,-999,159,27.5,0.3103,0.5,1,2.6,148,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
